ダウンロードした時刻：2020/08/08 16:17:22

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京
年月日,最高気温(℃),最高気温(℃),最高気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),平均湿度(％),平均湿度(％),平均湿度(％),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm)
,,,,,,,,,,,,,
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,現象なし情報,品質情報,均質番号
2015/12/21,13.3,8,1,5.6,8,1,52,8,1,0,1,8,1
2015/12/22,15.9,8,1,7.3,8,1,42,8,1,0,1,8,1
2015/12/23,8.6,8,1,5.5,8,1,63,8,1,4.0,0,8,1
2015/12/24,15.4,8,1,5.5,8,1,82,8,1,5.0,0,8,1
2015/12/25,15.0,8,1,7.6,8,1,58,8,1,0.0,0,8,1
2015/12/26,12.5,8,1,5.8,8,1,47,8,1,0,1,8,1
2015/12/27,10.5,8,1,3.7,8,1,42,8,1,0,1,8,1
2015/12/28,10.6,8,1,2.6,8,1,37,8,1,0,1,8,1
2015/12/29,11.5,8,1,1.9,8,1,39,8,1,0,1,8,1
2015/12/30,11.0,8,1,4.0,8,1,40,8,1,0.0,0,8,1
2015/12/31,11.0,8,1,3.2,8,1,62,8,1,0,1,8,1
2016/1/1,12.1,8,1,3.6,8,1,45,8,1,0,1,8,1
2016/1/2,13.4,8,1,2.6,8,1,51,8,1,0,1,8,1
2016/1/3,16.2,8,1,3.0,8,1,61,8,1,0,1,8,1
2016/1/4,15.2,8,1,4.4,8,1,60,8,1,0,1,8,1
2016/1/5,15.4,8,1,5.1,8,1,51,8,1,0,1,8,1
2016/1/6,11.3,8,1,7.1,8,1,69,8,1,0,1,8,1
2016/1/7,12.9,8,1,4.5,8,1,49,8,1,0,1,8,1
2016/1/8,10.9,8,1,3.1,8,1,48,8,1,0,1,8,1
2016/1/9,11.6,8,1,2.8,8,1,53,8,1,0,1,8,1
2016/1/10,12.9,8,1,2.4,8,1,50,8,1,0,1,8,1
2016/1/11,10.5,8,1,3.8,8,1,52,8,1,0.0,0,8,1
2016/1/12,6.1,8,1,0.9,8,1,72,8,1,0.0,0,8,1
2016/1/13,9.7,8,1,-0.9,8,1,60,8,1,0,1,8,1
2016/1/14,11.4,8,1,0.2,8,1,52,8,1,0,1,8,1
2016/1/15,10.9,8,1,2.0,8,1,64,8,1,0.0,0,8,1
2016/1/16,11.8,8,1,1.8,8,1,54,8,1,0,1,8,1
2016/1/17,8.6,8,1,2.3,8,1,59,8,1,3.0,0,8,1
2016/1/18,6.2,8,1,0.2,8,1,95,8,1,67.0,0,8,1
2016/1/19,8.6,8,1,0.9,8,1,43,8,1,0.0,0,8,1
2016/1/20,9.1,8,1,-0.7,8,1,42,8,1,0,1,8,1
2016/1/21,9.5,8,1,1.0,8,1,37,8,1,0,1,8,1
2016/1/22,10.3,8,1,3.0,8,1,35,8,1,0,1,8,1
2016/1/23,6.4,8,1,2.6,8,1,53,8,1,0.0,0,8,1
2016/1/24,9.2,8,1,-1.2,8,1,42,8,1,0,1,8,1
2016/1/25,8.4,8,1,-2.6,8,1,28,8,1,0,1,8,1
2016/1/26,9.6,8,1,-1.3,8,1,46,8,1,0,1,8,1
2016/1/27,13.4,8,1,-1.1,8,1,45,8,1,0,1,8,1
2016/1/28,14.0,8,1,2.1,8,1,44,8,1,0,1,8,1
2016/1/29,7.8,8,1,2.6,8,1,78,8,1,9.5,0,8,1
2016/1/30,5.0,8,1,1.5,8,1,87,8,1,5.5,0,8,1
2016/1/31,11.2,8,1,1.3,8,1,66,8,1,0,1,8,1
2016/2/1,6.7,8,1,2.6,8,1,69,8,1,0.0,0,8,1
2016/2/2,10.7,8,1,2.6,8,1,41,8,1,0.0,0,8,1
2016/2/3,9.2,8,1,1.5,8,1,46,8,1,0,1,8,1
2016/2/4,9.5,8,1,1.1,8,1,62,8,1,0,1,8,1
2016/2/5,13.3,8,1,0.6,8,1,52,8,1,0,1,8,1
2016/2/6,9.9,8,1,4.4,8,1,69,8,1,0.0,0,8,1
2016/2/7,9.4,8,1,1.5,8,1,46,8,1,0.0,0,8,1
2016/2/8,9.3,8,1,1.3,8,1,56,8,1,0,1,8,1
2016/2/9,14.7,8,1,0.6,8,1,55,8,1,0,1,8,1
2016/2/10,10.8,8,1,1.6,8,1,33,8,1,0,1,8,1
2016/2/11,11.5,8,1,1.7,8,1,40,8,1,0,1,8,1
2016/2/12,11.9,8,1,1.5,8,1,64,8,1,0,1,8,1
2016/2/13,21.8,8,1,8.3,8,1,63,8,1,0.0,0,8,1
2016/2/14,23.0,8,1,15.1,8,1,77,8,1,12.5,0,8,1
2016/2/15,15.5,8,1,3.2,8,1,60,8,1,0.5,0,8,1
2016/2/16,10.0,8,1,1.2,8,1,41,8,1,0,1,8,1
2016/2/17,13.4,8,1,1.3,8,1,43,8,1,0,1,8,1
2016/2/18,10.7,8,1,1.1,8,1,53,8,1,0,1,8,1
2016/2/19,16.5,8,1,2.4,8,1,54,8,1,0,1,8,1
2016/2/20,11.2,8,1,6.5,8,1,78,8,1,40.5,0,8,1
2016/2/21,15.7,8,1,6.2,8,1,57,8,1,0.0,0,8,1
2016/2/22,9.8,8,1,4.9,8,1,56,8,1,1.5,0,8,1
2016/2/23,10.0,8,1,4.9,8,1,82,8,1,0.0,0,8,1
2016/2/24,7.7,8,1,2.5,8,1,50,8,1,0.5,0,8,1
2016/2/25,8.4,8,1,0.4,8,1,61,8,1,0.5,0,8,1
2016/2/26,11.4,8,1,0.1,8,1,47,8,1,0,1,8,1
2016/2/27,12.5,8,1,2.7,8,1,44,8,1,0,1,8,1
2016/2/28,15.0,8,1,3.7,8,1,58,8,1,0.5,0,8,1
2016/2/29,14.8,8,1,4.8,8,1,72,8,1,0.5,0,8,1
2016/3/1,10.3,8,1,2.1,8,1,30,8,1,0.0,0,8,1
2016/3/2,12.4,8,1,1.1,8,1,38,8,1,0,1,8,1
2016/3/3,16.4,8,1,2.3,8,1,46,8,1,0,1,8,1
2016/3/4,15.9,8,1,5.6,8,1,57,8,1,0,1,8,1
2016/3/5,16.3,8,1,7.7,8,1,65,8,1,0,1,8,1
2016/3/6,17.3,8,1,9.0,8,1,77,8,1,2.0,0,8,1
2016/3/7,15.5,8,1,12.8,8,1,99,8,1,31.5,0,8,1
2016/3/8,20.8,8,1,12.7,8,1,81,8,1,0,1,8,1
2016/3/9,14.9,8,1,3.8,8,1,84,8,1,21.5,0,8,1
2016/3/10,8.5,8,1,3.6,8,1,67,8,1,0.0,0,8,1
2016/3/11,6.1,8,1,3.0,8,1,72,8,1,0.0,0,8,1
2016/3/12,8.4,8,1,2.9,8,1,65,8,1,0.0,0,8,1
2016/3/13,9.2,8,1,3.9,8,1,64,8,1,0,1,8,1
2016/3/14,6.9,8,1,3.9,8,1,89,8,1,37.0,0,8,1
2016/3/15,14.1,8,1,4.0,8,1,50,8,1,0.5,0,8,1
2016/3/16,13.9,8,1,2.9,8,1,51,8,1,0,1,8,1
2016/3/17,20.4,8,1,6.4,8,1,49,8,1,0,1,8,1
2016/3/18,21.4,8,1,7.6,8,1,65,8,1,2.0,0,8,1
2016/3/19,16.7,8,1,13.6,8,1,86,8,1,7.5,0,8,1
2016/3/20,19.0,8,1,8.3,8,1,45,8,1,0.5,0,8,1
2016/3/21,13.8,8,1,6.9,8,1,53,8,1,0.0,0,8,1
2016/3/22,17.5,8,1,5.4,8,1,46,8,1,0,1,8,1
2016/3/23,18.0,8,1,7.5,8,1,56,8,1,0,1,8,1
2016/3/24,9.5,8,1,4.1,8,1,70,8,1,0.5,0,8,1
2016/3/25,14.4,8,1,2.5,8,1,40,8,1,0,1,8,1
2016/3/26,12.5,8,1,5.1,8,1,47,8,1,0.0,0,8,1
2016/3/27,16.1,8,1,6.0,8,1,61,8,1,0,1,8,1
2016/3/28,16.8,8,1,9.0,8,1,72,8,1,0.0,0,8,1
2016/3/29,18.6,8,1,7.4,8,1,57,8,1,0,1,8,1
2016/3/30,20.0,8,1,9.4,8,1,49,8,1,0,1,8,1
2016/3/31,20.2,8,1,8.9,8,1,46,8,1,0,1,8,1
2016/4/1,18.4,8,1,8.1,8,1,63,8,1,2.5,0,8,1
2016/4/2,13.3,8,1,7.7,8,1,68,8,1,1.5,0,8,1
2016/4/3,17.0,8,1,9.5,8,1,90,8,1,4.0,0,8,1
2016/4/4,21.9,8,1,9.7,8,1,87,8,1,8.0,0,8,1
2016/4/5,12.8,8,1,9.1,8,1,75,8,1,1.5,0,8,1
2016/4/6,20.2,8,1,7.3,8,1,62,8,1,0,1,8,1
2016/4/7,20.1,8,1,11.8,8,1,93,8,1,33.0,0,8,1
2016/4/8,22.9,8,1,11.5,8,1,66,8,1,0,1,8,1
2016/4/9,23.5,8,1,10.9,8,1,62,8,1,0,1,8,1
2016/4/10,23.9,8,1,12.2,8,1,63,8,1,0,1,8,1
2016/4/11,17.1,8,1,7.4,8,1,49,8,1,0.0,0,8,1
2016/4/12,15.1,8,1,5.1,8,1,44,8,1,0,1,8,1
2016/4/13,19.0,8,1,10.6,8,1,77,8,1,1.5,0,8,1
2016/4/14,17.6,8,1,13.1,8,1,96,8,1,20.0,0,8,1
2016/4/15,21.4,8,1,11.0,8,1,31,8,1,0,1,8,1
2016/4/16,20.9,8,1,10.1,8,1,45,8,1,0,1,8,1
2016/4/17,23.1,8,1,16.6,8,1,74,8,1,6.0,0,8,1
2016/4/18,26.8,8,1,13.8,8,1,64,8,1,0.5,0,8,1
2016/4/19,21.9,8,1,12.0,8,1,57,8,1,0.0,0,8,1
2016/4/20,19.3,8,1,9.8,8,1,55,8,1,0,1,8,1
2016/4/21,20.2,8,1,13.3,8,1,76,8,1,6.0,0,8,1
2016/4/22,23.7,8,1,13.2,8,1,75,8,1,0.0,0,8,1
2016/4/23,22.4,8,1,14.0,8,1,73,8,1,0.0,0,8,1
2016/4/24,19.1,8,1,12.1,8,1,69,8,1,13.5,0,8,1
2016/4/25,23.1,8,1,13.5,8,1,55,8,1,0,1,8,1
2016/4/26,25.1,8,1,14.2,8,1,66,8,1,0,1,8,1
2016/4/27,21.8,8,1,15.2,8,1,76,8,1,0.0,0,8,1
2016/4/28,15.4,8,1,13.3,8,1,99,8,1,22.0,0,8,1
2016/4/29,21.4,8,1,11.4,8,1,45,8,1,0.0,0,8,1
2016/4/30,21.7,8,1,10.5,8,1,48,8,1,0,1,8,1
2016/5/1,25.0,8,1,11.9,8,1,62,8,1,0,1,8,1
2016/5/2,21.4,8,1,13.2,8,1,73,8,1,0,1,8,1
2016/5/3,24.7,8,1,17.1,8,1,73,8,1,0,1,8,1
2016/5/4,27.0,8,1,18.7,8,1,55,8,1,13.5,0,8,1
2016/5/5,27.4,8,1,17.1,8,1,37,8,1,0,1,8,1
2016/5/6,22.5,8,1,15.2,8,1,65,8,1,2.5,0,8,1
2016/5/7,26.4,8,1,15.4,8,1,61,8,1,0.0,0,8,1
2016/5/8,27.0,8,1,17.2,8,1,40,8,1,0,1,8,1
2016/5/9,21.8,8,1,16.2,8,1,80,8,1,19.0,0,8,1
2016/5/10,22.6,8,1,16.1,8,1,91,8,1,6.0,0,8,1
2016/5/11,27.1,8,1,16.0,8,1,81,8,1,5.5,0,8,1
2016/5/12,28.0,8,1,17.5,8,1,53,8,1,0,1,8,1
2016/5/13,26.5,8,1,16.5,8,1,62,8,1,0,1,8,1
2016/5/14,24.8,8,1,14.4,8,1,60,8,1,0,1,8,1
2016/5/15,23.7,8,1,12.5,8,1,63,8,1,0,1,8,1
2016/5/16,23.3,8,1,14.2,8,1,69,8,1,0,1,8,1
2016/5/17,20.5,8,1,14.9,8,1,95,8,1,31.5,0,8,1
2016/5/18,27.6,8,1,13.1,8,1,51,8,1,0,1,8,1
2016/5/19,25.1,8,1,14.8,8,1,49,8,1,0,1,8,1
2016/5/20,20.8,8,1,14.4,8,1,63,8,1,0,1,8,1
2016/5/21,26.3,8,1,12.8,8,1,63,8,1,0.0,0,8,1
2016/5/22,29.3,8,1,16.9,8,1,48,8,1,0,1,8,1
2016/5/23,30.9,8,1,15.1,8,1,45,8,1,0,1,8,1
2016/5/24,29.3,8,1,18.0,8,1,53,8,1,0,1,8,1
2016/5/25,24.5,8,1,20.5,8,1,70,8,1,0.0,0,8,1
2016/5/26,27.2,8,1,20.3,8,1,74,8,1,0,1,8,1
2016/5/27,22.4,8,1,15.2,8,1,90,8,1,36.5,0,8,1
2016/5/28,24.1,8,1,15.1,8,1,80,8,1,0,1,8,1
2016/5/29,27.9,8,1,16.1,8,1,71,8,1,0.0,0,8,1
2016/5/30,21.3,8,1,15.4,8,1,92,8,1,23.0,0,8,1
2016/5/31,24.9,8,1,16.3,8,1,79,8,1,0,1,8,1
2016/6/1,26.4,8,1,18.0,8,1,53,8,1,0,1,8,1
2016/6/2,26.0,8,1,16.3,8,1,33,8,1,0,1,8,1
2016/6/3,24.2,8,1,14.2,8,1,49,8,1,0,1,8,1
2016/6/4,27.2,8,1,16.3,8,1,63,8,1,0.0,0,8,1
2016/6/5,23.4,8,1,16.4,8,1,78,8,1,3.0,0,8,1
2016/6/6,23.9,8,1,16.3,8,1,76,8,1,0,1,8,1
2016/6/7,20.9,8,1,18.4,8,1,83,8,1,0.5,0,8,1
2016/6/8,27.3,8,1,16.5,8,1,72,8,1,0.0,0,8,1
2016/6/9,23.7,8,1,19.6,8,1,97,8,1,6.5,0,8,1
2016/6/10,28.8,8,1,19.4,8,1,70,8,1,0,1,8,1
2016/6/11,29.1,8,1,17.9,8,1,65,8,1,0,1,8,1
2016/6/12,28.3,8,1,20.4,8,1,70,8,1,0.0,0,8,1
2016/6/13,22.7,8,1,18.3,8,1,98,8,1,98.5,0,8,1
2016/6/14,26.2,8,1,18.4,8,1,70,8,1,0,1,8,1
2016/6/15,22.2,8,1,19.6,8,1,81,8,1,0.0,0,8,1
2016/6/16,24.4,8,1,19.7,8,1,83,8,1,7.5,0,8,1
2016/6/17,29.2,8,1,19.4,8,1,80,8,1,2.5,0,8,1
2016/6/18,33.0,8,1,21.1,8,1,50,8,1,0,1,8,1
2016/6/19,29.3,8,1,21.4,8,1,71,8,1,5.0,0,8,1
2016/6/20,28.8,8,1,20.4,8,1,82,8,1,4.0,0,8,1
2016/6/21,25.7,8,1,21.2,8,1,88,8,1,10.0,0,8,1
2016/6/22,23.9,8,1,21.1,8,1,88,5,1,0.5,0,8,1
2016/6/23,26.9,8,1,21.4,8,1,85,4,1,9.5,0,8,1
2016/6/24,25.3,8,1,20.9,8,1,84,8,1,1.5,0,8,1
2016/6/25,28.7,8,1,21.9,8,1,79,8,1,1.0,0,8,1
2016/6/26,30.0,8,1,21.5,8,1,61,8,1,0,1,8,1
2016/6/27,28.9,8,1,20.9,8,1,66,8,1,0,1,8,1
2016/6/28,22.8,8,1,17.1,8,1,95,8,1,23.0,0,8,1
2016/6/29,24.2,8,1,19.1,8,1,87,8,1,0.5,0,8,1
2016/6/30,27.1,8,1,20.1,8,1,89,8,1,1.0,0,8,1
2016/7/1,30.6,8,1,22.0,8,1,83,8,1,0,1,8,1
2016/7/2,31.8,8,1,23.4,8,1,79,8,1,0.0,0,8,1
2016/7/3,35.4,8,1,24.6,8,1,71,8,1,0,1,8,1
2016/7/4,33.8,8,1,23.6,8,1,75,8,1,1.5,0,8,1
2016/7/5,25.6,8,1,20.2,8,1,81,8,1,0.0,0,8,1
2016/7/6,26.9,8,1,20.5,8,1,84,8,1,0,1,8,1
2016/7/7,36.7,8,1,21.9,8,1,73,8,1,0,1,8,1
2016/7/8,29.8,8,1,22.1,8,1,77,8,1,0.0,0,8,1
2016/7/9,24.9,8,1,20.3,8,1,95,8,1,12.5,0,8,1
2016/7/10,31.3,8,1,20.2,8,1,79,8,1,0,1,8,1
2016/7/11,33.5,8,1,22.3,8,1,68,8,1,0,1,8,1
2016/7/12,31.8,8,1,24.6,8,1,77,8,1,0,1,8,1
2016/7/13,27.6,8,1,23.5,8,1,94,8,1,2.0,0,8,1
2016/7/14,32.9,8,1,21.3,8,1,88,8,1,21.0,0,8,1
2016/7/15,24.0,8,1,21.0,8,1,94,8,1,5.5,0,8,1
2016/7/16,27.7,8,1,20.1,8,1,79,8,1,0,1,8,1
2016/7/17,28.8,8,1,23.6,8,1,86,8,1,0.0,0,8,1
2016/7/18,33.5,8,1,25.0,8,1,76,8,1,0.0,0,8,1
2016/7/19,32.3,8,1,23.7,8,1,77,8,1,5.0,0,8,1
2016/7/20,29.9,8,1,23.3,8,1,76,8,1,1.0,0,8,1
2016/7/21,24.3,8,1,20.9,8,1,96,8,1,28.5,0,8,1
2016/7/22,22.7,8,1,20.4,8,1,86,8,1,3.5,0,8,1
2016/7/23,27.1,8,1,19.8,8,1,70,8,1,0,1,8,1
2016/7/24,29.0,8,1,19.0,8,1,73,8,1,0,1,8,1
2016/7/25,27.9,8,1,21.1,8,1,77,8,1,0,1,8,1
2016/7/26,27.4,8,1,21.4,8,1,86,8,1,1.0,0,8,1
2016/7/27,27.3,8,1,22.4,8,1,84,8,1,0.0,0,8,1
2016/7/28,31.1,8,1,23.3,8,1,78,8,1,0,1,8,1
2016/7/29,32.4,8,1,22.9,8,1,73,8,1,0,1,8,1
2016/7/30,32.9,8,1,22.1,8,1,74,8,1,0,1,8,1
2016/7/31,30.8,8,1,24.4,8,1,76,8,1,0.0,0,8,1
2016/8/1,31.5,8,1,24.6,8,1,79,8,1,2.0,0,8,1
2016/8/2,29.4,8,1,22.5,8,1,89,8,1,27.0,0,8,1
2016/8/3,32.0,8,1,23.4,8,1,84,8,1,16.0,0,8,1
2016/8/4,33.0,8,1,24.4,8,1,78,8,1,0,1,8,1
2016/8/5,33.4,8,1,24.6,8,1,76,8,1,0,1,8,1
2016/8/6,34.2,8,1,25.8,8,1,76,8,1,0,1,8,1
2016/8/7,33.6,8,1,24.5,8,1,70,8,1,0,1,8,1
2016/8/8,33.2,8,1,25.3,8,1,68,8,1,0.0,0,8,1
2016/8/9,37.7,8,1,25.7,8,1,52,8,1,0,1,8,1
2016/8/10,34.0,8,1,26.0,8,1,66,8,1,0,1,8,1
2016/8/11,32.1,8,1,25.2,8,1,65,8,1,0.0,0,8,1
2016/8/12,31.9,8,1,24.2,8,1,70,8,1,0,1,8,1
2016/8/13,31.8,8,1,23.3,8,1,68,8,1,0.0,0,8,1
2016/8/14,30.4,8,1,23.5,8,1,68,8,1,0.0,0,8,1
2016/8/15,30.8,8,1,24.4,8,1,77,8,1,0.5,0,8,1
2016/8/16,33.1,8,1,23.7,8,1,83,8,1,33.0,0,8,1
2016/8/17,34.3,8,1,23.0,8,1,79,8,1,14.0,0,8,1
2016/8/18,31.6,8,1,25.2,8,1,92,8,1,67.0,0,8,1
2016/8/19,32.3,8,1,25.0,8,1,81,8,1,5.0,0,8,1
2016/8/20,30.0,8,1,24.1,8,1,94,8,1,82.0,0,8,1
2016/8/21,33.5,8,1,23.5,8,1,83,8,1,0.0,0,8,1
2016/8/22,28.3,8,1,23.2,8,1,96,8,1,106.5,0,8,1
2016/8/23,30.4,8,1,24.2,8,1,86,8,1,0.5,0,8,1
2016/8/24,31.2,8,1,23.5,8,1,83,8,1,0.0,0,8,1
2016/8/25,32.7,8,1,23.5,8,1,76,8,1,0,1,8,1
2016/8/26,32.8,8,1,24.0,8,1,76,8,1,0,1,8,1
2016/8/27,27.0,8,1,21.6,8,1,87,8,1,2.0,0,8,1
2016/8/28,24.6,8,1,21.3,8,1,87,8,1,2.0,0,8,1
2016/8/29,30.1,8,1,22.1,8,1,92,8,1,16.0,0,8,1
2016/8/30,28.1,8,1,22.5,8,1,88,8,1,40.5,0,8,1
2016/8/31,31.1,8,1,22.5,8,1,62,8,1,0,1,8,1
2016/9/1,32.5,8,1,22.0,8,1,68,8,1,0,1,8,1
2016/9/2,29.8,8,1,23.0,8,1,76,8,1,0.0,0,8,1
2016/9/3,32.5,8,1,24.6,8,1,77,8,1,0.0,0,8,1
2016/9/4,31.9,8,1,24.0,8,1,84,8,1,3.0,0,8,1
2016/9/5,33.0,8,1,24.8,8,1,76,8,1,0.0,0,8,1
2016/9/6,32.4,8,1,25.9,8,1,74,8,1,0.0,0,8,1
2016/9/7,30.3,8,1,25.4,8,1,85,8,1,4.5,0,8,1
2016/9/8,30.4,8,1,24.7,8,1,92,8,1,11.5,0,8,1
2016/9/9,32.5,8,1,22.6,8,1,79,8,1,0.0,0,8,1
2016/9/10,31.2,8,1,23.3,8,1,73,8,1,0.0,0,8,1
2016/9/11,25.1,8,1,20.8,8,1,88,8,1,5.0,0,8,1
2016/9/12,27.7,8,1,22.5,8,1,81,8,1,0.0,0,8,1
2016/9/13,23.9,8,1,21.4,8,1,97,8,1,34.5,0,8,1
2016/9/14,26.6,8,1,20.6,8,1,89,8,1,0.0,0,8,1
2016/9/15,26.4,8,1,22.2,8,1,88,8,1,24.0,0,8,1
2016/9/16,24.4,8,1,21.9,8,1,93,8,1,3.5,0,8,1
2016/9/17,29.4,8,1,21.6,8,1,85,8,1,0,1,8,1
2016/9/18,26.9,8,1,22.2,8,1,89,8,1,2.0,0,8,1
2016/9/19,22.9,8,1,19.2,8,1,96,8,1,21.5,0,8,1
2016/9/20,20.1,8,1,17.6,8,1,100,8,1,91.5,0,8,1
2016/9/21,23.2,8,1,17.6,8,1,86,8,1,0.0,0,8,1
2016/9/22,20.9,8,1,18.1,8,1,98,8,1,56.5,0,8,1
2016/9/23,22.1,8,1,19.4,8,1,100,8,1,16.5,0,8,1
2016/9/24,23.9,8,1,20.8,8,1,98,8,1,10.5,0,8,1
2016/9/25,28.4,8,1,20.3,8,1,89,8,1,0,1,8,1
2016/9/26,30.1,8,1,21.9,8,1,87,8,1,0.0,0,8,1
2016/9/27,29.8,8,1,22.8,8,1,89,8,1,0,1,8,1
2016/9/28,30.6,8,1,24.0,8,1,86,8,1,0.0,0,8,1
2016/9/29,27.9,8,1,21.7,8,1,87,8,1,0.0,0,8,1
2016/9/30,24.7,8,1,18.8,8,1,66,8,1,2.5,0,8,1
2016/10/1,21.8,8,1,17.6,8,1,88,8,1,1.5,0,8,1
2016/10/2,27.6,8,1,18.6,8,1,78,8,1,0,1,8,1
2016/10/3,26.5,8,1,20.1,8,1,94,8,1,2.0,0,8,1
2016/10/4,32.0,8,1,19.7,8,1,75,8,1,0,1,8,1
2016/10/5,26.4,8,1,21.5,8,1,82,8,1,0.5,0,8,1
2016/10/6,31.3,8,1,21.4,8,1,60,8,1,0.0,0,8,1
2016/10/7,24.9,8,1,19.0,8,1,53,8,1,0,1,8,1
2016/10/8,25.3,8,1,18.2,8,1,86,8,1,10.0,0,8,1
2016/10/9,25.7,8,1,18.6,8,1,74,8,1,32.5,0,8,1
2016/10/10,19.6,8,1,17.4,8,1,62,8,1,0.0,0,8,1
2016/10/11,20.1,8,1,16.2,8,1,69,8,1,0,1,8,1
2016/10/12,23.2,8,1,13.7,8,1,66,8,1,0,1,8,1
2016/10/13,18.2,8,1,15.3,8,1,67,8,1,0.0,0,8,1
2016/10/14,19.5,8,1,12.6,8,1,63,8,1,0,1,8,1
2016/10/15,22.7,8,1,11.8,8,1,64,8,1,0,1,8,1
2016/10/16,22.9,8,1,12.7,8,1,70,8,1,0.0,0,8,1
2016/10/17,19.5,8,1,15.7,8,1,95,8,1,24.0,0,8,1
2016/10/18,26.3,8,1,16.7,8,1,86,8,1,6.0,0,8,1
2016/10/19,23.9,8,1,18.4,8,1,79,8,1,0.0,0,8,1
2016/10/20,27.7,8,1,17.0,8,1,62,8,1,0.0,0,8,1
2016/10/21,21.4,8,1,15.4,8,1,58,8,1,0,1,8,1
2016/10/22,18.3,8,1,14.7,8,1,71,8,1,0.0,0,8,1
2016/10/23,22.3,8,1,14.7,8,1,68,8,1,0.0,0,8,1
2016/10/24,19.1,8,1,11.9,8,1,53,8,1,0,1,8,1
2016/10/25,17.2,8,1,10.0,8,1,73,8,1,1.0,0,8,1
2016/10/26,25.7,8,1,12.6,8,1,82,8,1,0.0,0,8,1
2016/10/27,23.3,8,1,13.2,8,1,50,8,1,0,1,8,1
2016/10/28,14.8,8,1,10.1,8,1,78,8,1,18.0,0,8,1
2016/10/29,20.8,8,1,11.6,8,1,72,8,1,0.0,0,8,1
2016/10/30,13.5,8,1,9.6,8,1,71,8,1,1.0,0,8,1
2016/10/31,19.1,8,1,9.8,8,1,68,8,1,0,1,8,1
2016/11/1,16.4,8,1,11.7,8,1,82,8,1,10.0,0,8,1
2016/11/2,12.2,8,1,8.6,8,1,68,8,1,1.5,0,8,1
2016/11/3,19.4,8,1,8.4,8,1,65,8,1,3.0,0,8,1
2016/11/4,18.8,8,1,8.5,8,1,52,8,1,0,1,8,1
2016/11/5,19.5,8,1,11.2,8,1,66,8,1,0.0,0,8,1
2016/11/6,20.8,8,1,9.9,8,1,58,8,1,0,1,8,1
2016/11/7,14.4,8,1,8.2,8,1,61,8,1,0,1,8,1
2016/11/8,13.6,8,1,6.1,8,1,76,8,1,2.0,0,8,1
2016/11/9,14.6,8,1,7.9,8,1,49,8,1,5.0,0,8,1
2016/11/10,13.0,8,1,7.6,8,1,53,8,1,0.0,0,8,1
2016/11/11,12.1,8,1,5.7,8,1,97,8,1,49.0,0,8,1
2016/11/12,18.8,8,1,10.0,8,1,83,8,1,0,1,8,1
2016/11/13,18.6,8,1,9.1,8,1,82,8,1,0,1,8,1
2016/11/14,16.7,8,1,11.5,8,1,86,8,1,6.0,0,8,1
2016/11/15,19.3,8,1,12.7,8,1,83,8,1,0.0,0,8,1
2016/11/16,14.8,8,1,10.7,8,1,52,8,1,0,1,8,1
2016/11/17,18.3,8,1,7.8,8,1,59,8,1,0,1,8,1
2016/11/18,15.7,8,1,6.1,8,1,62,8,1,0,1,8,1
2016/11/19,12.0,8,1,7.9,8,1,92,8,1,18.0,0,8,1
2016/11/20,20.4,8,1,8.9,8,1,89,8,1,0,1,8,1
2016/11/21,14.7,8,1,10.2,8,1,88,8,1,2.5,0,8,1
2016/11/22,19.3,8,1,10.3,8,1,89,8,1,2.0,0,8,1
2016/11/23,14.7,8,1,8.5,8,1,55,8,1,0.0,0,8,1
2016/11/24,8.6,8,1,0.9,8,1,91,8,1,23.0,0,8,1
2016/11/25,10.8,8,1,0.3,8,1,76,8,1,0,1,8,1
2016/11/26,13.1,8,1,3.2,8,1,72,8,1,0,1,8,1
2016/11/27,13.8,8,1,8.6,8,1,82,8,1,9.5,0,8,1
2016/11/28,14.0,8,1,9.4,8,1,66,8,1,7.5,0,8,1
2016/11/29,14.3,8,1,7.5,8,1,46,8,1,0,1,8,1
2016/11/30,11.8,8,1,4.8,8,1,57,8,1,0.0,0,8,1
2016/12/1,16.5,8,1,5.9,8,1,88,8,1,10.5,0,8,1
2016/12/2,15.5,8,1,8.7,8,1,49,8,1,0,1,8,1
2016/12/3,15.9,8,1,5.7,8,1,56,8,1,0,1,8,1
2016/12/4,16.0,8,1,7.3,8,1,72,8,1,2.5,0,8,1
2016/12/5,18.3,8,1,8.1,8,1,80,8,1,1.5,0,8,1
2016/12/6,17.1,8,1,7.0,8,1,59,8,1,0,1,8,1
2016/12/7,11.2,8,1,4.9,8,1,56,8,1,0,1,8,1
2016/12/8,13.9,8,1,3.0,8,1,56,8,1,0,1,8,1
2016/12/9,17.4,8,1,3.8,8,1,56,8,1,0,1,8,1
2016/12/10,12.2,8,1,5.6,8,1,44,8,1,0,1,8,1
2016/12/11,10.9,8,1,3.5,8,1,42,8,1,0,1,8,1
2016/12/12,10.5,8,1,2.6,8,1,47,8,1,0,1,8,1
2016/12/13,15.3,8,1,3.4,8,1,64,8,1,3.0,0,8,1
2016/12/14,11.3,8,1,5.3,8,1,75,8,1,37.0,0,8,1
